event_id,start_time,end_time,duration_min,area,equipment,category,cause,shift,notes
EVT-0364,2026-01-24T09:25:00,2026-01-24T10:21:00,56,Quality,Station-05,Mechanical,Sensor recalibration,Shift-Alpha,Cleared and resumed.
EVT-0365,2025-12-01T04:50:00,2025-12-01T05:36:00,46,Packaging,Station-05,Electrical,Temperature recovery,Shift-Zeta,Reset and verified.
EVT-0366,2026-01-26T23:05:00,2026-01-26T23:33:00,28,Finishing,Line-03,Changeover,Packaging film change,Shift-Delta,Running stable after adjustment.
EVT-0367,2025-12-18T12:55:00,2025-12-18T13:54:00,59,Warehouse,Station-09,Logistics,Material shortage,Shift-Alpha,Operator notified maintenance.
EVT-0368,2026-01-14T23:00:00,2026-01-14T23:59:00,59,Packaging,Line-02,Mechanical,Startup check,Shift-Delta,Paused to align with upstream.
EVT-0369,2026-01-13T14:10:00,2026-01-13T14:54:00,44,Warehouse,Station-05,Quality,Format swap,Shift-Beta,Running stable after adjustment.
EVT-0370,2026-01-28T15:05:00,2026-01-28T15:36:00,31,Warehouse,Line-01,Changeover,Guard reset,Shift-Gamma,Cleared and resumed.
EVT-0371,2026-01-15T21:40:00,2026-01-15T22:34:00,54,Quality,Sorter-03,Logistics,Startup check,Shift-Beta,Temporary workaround applied.
EVT-0372,2026-01-25T10:40:00,2026-01-25T11:18:00,38,Quality,Sorter-03,Changeover,Packaging film change,Shift-Beta,Running stable after adjustment.
EVT-0373,2025-12-23T21:50:00,2025-12-23T22:36:00,46,Warehouse,Line-03,Quality,Startup check,Shift-Alpha,Cleared and resumed.
EVT-0374,2026-01-11T05:40:00,2026-01-11T06:39:00,59,Warehouse,Filler-02,Material,Sensor recalibration,Shift-Delta,Reset and verified.
EVT-0375,2025-12-16T10:20:00,2025-12-16T10:28:00,8,Utilities,Cell-Alpha,Quality,Packaging film change,Shift-Delta,Operator notified maintenance.
EVT-0376,2025-12-06T14:35:00,2025-12-06T15:31:00,56,Utilities,Filler-02,Changeover,Temperature recovery,Shift-Delta,Reset and verified.
EVT-0377,2025-12-08T15:55:00,2025-12-08T16:41:00,46,Assembly,Line-02,Mechanical,Packaging film change,Shift-Alpha,Paused to align with upstream.
EVT-0378,2026-01-05T00:05:00,2026-01-05T01:00:00,55,Utilities,Sorter-03,Logistics,Guard reset,Shift-Zeta,Paused to align with upstream.
EVT-0379,2025-12-14T20:50:00,2025-12-14T21:24:00,34,Finishing,Station-05,Changeover,Jam clear,Shift-Delta,Reset and verified.
EVT-0380,2026-01-05T19:45:00,2026-01-05T20:20:00,35,Quality,Station-05,Logistics,Temperature recovery,Shift-Alpha,Cleared and resumed.
EVT-0381,2026-01-18T21:15:00,2026-01-18T21:20:00,5,Finishing,Station-05,Logistics,Guard reset,Shift-Zeta,Paused to align with upstream.
EVT-0382,2025-12-24T22:05:00,2025-12-24T22:12:00,7,Packaging,Filler-02,Material,Packaging film change,Shift-Alpha,Reset and verified.
EVT-0383,2026-01-09T06:15:00,2026-01-09T06:27:00,12,Warehouse,Cell-Alpha,Mechanical,Jam clear,Shift-Gamma,Cleared and resumed.
EVT-0384,2026-01-18T13:00:00,2026-01-18T13:45:00,45,Quality,Sorter-03,Changeover,Temperature recovery,Shift-Delta,Temporary workaround applied.
EVT-0385,2026-01-07T16:10:00,2026-01-07T16:46:00,36,Assembly,Wrapper-01,Logistics,Format swap,Shift-Zeta,Running stable after adjustment.
EVT-0386,2026-01-23T18:35:00,2026-01-23T19:12:00,37,Packaging,Sorter-03,Material,Material shortage,Shift-Alpha,Running stable after adjustment.
EVT-0387,2026-01-12T19:45:00,2026-01-12T20:10:00,25,Utilities,Station-09,Mechanical,Startup check,Shift-Beta,Reset and verified.
EVT-0388,2025-12-26T10:20:00,2025-12-26T10:53:00,33,Packaging,Line-03,Mechanical,Startup check,Shift-Zeta,Reset and verified.
EVT-0389,2026-01-23T22:40:00,2026-01-23T23:40:00,60,Finishing,Wrapper-01,Logistics,Jam clear,Shift-Beta,Operator notified maintenance.
EVT-0390,2026-01-09T22:20:00,2026-01-09T23:08:00,48,Finishing,Line-03,Logistics,Material shortage,Shift-Zeta,Paused to align with upstream.
EVT-0391,2026-01-14T20:25:00,2026-01-14T21:15:00,50,Assembly,Station-05,Quality,Temperature recovery,Shift-Zeta,Paused to align with upstream.
EVT-0392,2026-01-12T22:30:00,2026-01-12T23:18:00,48,Quality,Wrapper-01,Electrical,Packaging film change,Shift-Alpha,Paused to align with upstream.
EVT-0393,2025-12-07T00:30:00,2025-12-07T00:44:00,14,Assembly,Line-01,Material,Guard reset,Shift-Beta,Reset and verified.
EVT-0394,2026-01-13T08:10:00,2026-01-13T09:08:00,58,Assembly,Cell-Beta,Material,Nozzle cleanout,Shift-Alpha,Reset and verified.
EVT-0395,2026-01-22T14:05:00,2026-01-22T14:49:00,44,Quality,Wrapper-01,Material,Nozzle cleanout,Shift-Delta,Operator notified maintenance.
EVT-0396,2026-01-02T22:20:00,2026-01-02T23:09:00,49,Quality,Line-01,Mechanical,Packaging film change,Shift-Delta,Temporary workaround applied.
EVT-0397,2025-12-21T17:00:00,2025-12-21T17:05:00,5,Quality,Cell-Beta,Material,Startup check,Shift-Delta,Operator notified maintenance.
EVT-0398,2026-01-28T20:55:00,2026-01-28T21:45:00,50,Quality,Station-05,Quality,Nozzle cleanout,Shift-Zeta,Operator notified maintenance.
EVT-0399,2026-01-19T23:15:00,2026-01-19T23:38:00,23,Warehouse,Line-03,Logistics,Sensor recalibration,Shift-Beta,Operator notified maintenance.
EVT-0400,2026-01-17T16:05:00,2026-01-17T16:34:00,29,Assembly,Station-09,Electrical,Nozzle cleanout,Shift-Gamma,Operator notified maintenance.
EVT-0401,2025-12-11T18:20:00,2025-12-11T18:25:00,5,Finishing,Filler-02,Logistics,Material shortage,Shift-Alpha,Operator notified maintenance.
EVT-0402,2026-01-29T10:45:00,2026-01-29T10:53:00,8,Quality,Sorter-03,Logistics,Guard reset,Shift-Delta,Paused to align with upstream.
EVT-0403,2026-01-05T11:05:00,2026-01-05T12:00:00,55,Quality,Station-05,Quality,Jam clear,Shift-Beta,Paused to align with upstream.
EVT-0404,2025-12-05T16:10:00,2025-12-05T16:41:00,31,Utilities,Wrapper-01,Mechanical,Sensor recalibration,Shift-Gamma,Operator notified maintenance.
EVT-0405,2026-01-26T06:50:00,2026-01-26T07:16:00,26,Finishing,Station-05,Electrical,Jam clear,Shift-Zeta,Paused to align with upstream.
EVT-0406,2025-12-31T17:50:00,2025-12-31T17:55:00,5,Assembly,Station-05,Mechanical,Jam clear,Shift-Zeta,Paused to align with upstream.
EVT-0407,2025-12-16T01:50:00,2025-12-16T02:15:00,25,Warehouse,Line-02,Mechanical,Guard reset,Shift-Zeta,Temporary workaround applied.
EVT-0408,2025-12-19T00:40:00,2025-12-19T01:37:00,57,Finishing,Wrapper-01,Quality,Temperature recovery,Shift-Delta,Cleared and resumed.
EVT-0409,2025-12-19T20:15:00,2025-12-19T20:40:00,25,Utilities,Line-02,Changeover,Material shortage,Shift-Zeta,Paused to align with upstream.
EVT-0410,2025-12-01T20:05:00,2025-12-01T20:23:00,18,Quality,Cell-Alpha,Logistics,Packaging film change,Shift-Alpha,Operator notified maintenance.
EVT-0411,2026-01-04T22:55:00,2026-01-04T23:49:00,54,Warehouse,Line-02,Logistics,Material shortage,Shift-Alpha,Running stable after adjustment.
EVT-0412,2026-01-15T10:00:00,2026-01-15T10:10:00,10,Assembly,Line-01,Material,Guard reset,Shift-Zeta,Cleared and resumed.
EVT-0413,2026-01-06T07:20:00,2026-01-06T07:51:00,31,Warehouse,Filler-02,Logistics,Packaging film change,Shift-Delta,Reset and verified.
EVT-0414,2025-12-02T12:50:00,2025-12-02T13:02:00,12,Utilities,Line-01,Logistics,Startup check,Shift-Alpha,Temporary workaround applied.
EVT-0415,2026-01-07T01:55:00,2026-01-07T02:54:00,59,Assembly,Station-05,Quality,Sensor recalibration,Shift-Gamma,Temporary workaround applied.
EVT-0416,2025-12-20T19:05:00,2025-12-20T19:28:00,23,Warehouse,Station-09,Mechanical,Format swap,Shift-Delta,Operator notified maintenance.
EVT-0417,2026-01-04T07:10:00,2026-01-04T08:02:00,52,Warehouse,Wrapper-01,Electrical,Material shortage,Shift-Gamma,Temporary workaround applied.
EVT-0418,2026-01-26T23:50:00,2026-01-27T00:18:00,28,Assembly,Wrapper-01,Quality,Material shortage,Shift-Alpha,Cleared and resumed.
EVT-0419,2025-12-01T18:45:00,2025-12-01T19:15:00,30,Utilities,Wrapper-01,Changeover,Guard reset,Shift-Beta,Temporary workaround applied.
EVT-0420,2026-01-17T23:25:00,2026-01-17T23:43:00,18,Warehouse,Wrapper-01,Material,Material shortage,Shift-Beta,Operator notified maintenance.
EVT-0421,2026-01-09T08:15:00,2026-01-09T08:27:00,12,Packaging,Sorter-03,Changeover,Nozzle cleanout,Shift-Delta,Temporary workaround applied.
EVT-0422,2026-01-05T02:20:00,2026-01-05T03:07:00,47,Assembly,Cell-Beta,Changeover,Jam clear,Shift-Zeta,Running stable after adjustment.
EVT-0423,2025-12-22T11:10:00,2025-12-22T11:57:00,47,Quality,Cell-Alpha,Changeover,Guard reset,Shift-Zeta,Cleared and resumed.
EVT-0424,2026-01-27T06:25:00,2026-01-27T07:01:00,36,Warehouse,Station-05,Quality,Guard reset,Shift-Zeta,Operator notified maintenance.
EVT-0425,2026-01-06T18:25:00,2026-01-06T19:21:00,56,Finishing,Station-09,Material,Format swap,Shift-Gamma,Operator notified maintenance.
EVT-0426,2026-01-20T07:55:00,2026-01-20T08:47:00,52,Quality,Station-09,Electrical,Inspection hold,Shift-Beta,Temporary workaround applied.
EVT-0427,2026-01-16T10:35:00,2026-01-16T11:09:00,34,Warehouse,Station-05,Electrical,Temperature recovery,Shift-Zeta,Cleared and resumed.
EVT-0428,2025-12-12T20:45:00,2025-12-12T20:55:00,10,Finishing,Line-03,Quality,Jam clear,Shift-Gamma,Temporary workaround applied.
EVT-0429,2026-01-26T20:05:00,2026-01-26T20:56:00,51,Assembly,Line-01,Quality,Format swap,Shift-Zeta,Paused to align with upstream.
EVT-0430,2025-12-26T18:15:00,2025-12-26T18:22:00,7,Utilities,Cell-Beta,Quality,Nozzle cleanout,Shift-Delta,Temporary workaround applied.
EVT-0431,2026-01-19T04:25:00,2026-01-19T04:55:00,30,Packaging,Sorter-03,Logistics,Guard reset,Shift-Beta,Running stable after adjustment.
EVT-0432,2026-01-02T16:05:00,2026-01-02T16:35:00,30,Finishing,Wrapper-01,Changeover,Jam clear,Shift-Zeta,Temporary workaround applied.
EVT-0433,2025-12-11T16:10:00,2025-12-11T16:43:00,33,Packaging,Line-03,Quality,Startup check,Shift-Beta,Temporary workaround applied.
EVT-0434,2026-01-16T15:25:00,2026-01-16T15:32:00,7,Packaging,Filler-02,Material,Sensor recalibration,Shift-Gamma,Reset and verified.
EVT-0435,2025-12-15T01:50:00,2025-12-15T02:08:00,18,Utilities,Station-05,Mechanical,Temperature recovery,Shift-Delta,Cleared and resumed.
EVT-0436,2025-12-03T20:25:00,2025-12-03T20:36:00,11,Quality,Wrapper-01,Logistics,Guard reset,Shift-Gamma,Paused to align with upstream.
EVT-0437,2026-01-04T18:10:00,2026-01-04T18:39:00,29,Quality,Station-09,Electrical,Startup check,Shift-Alpha,Paused to align with upstream.
EVT-0438,2025-12-17T12:15:00,2025-12-17T12:53:00,38,Warehouse,Station-05,Electrical,Temperature recovery,Shift-Delta,Paused to align with upstream.
EVT-0439,2025-12-01T16:10:00,2025-12-01T16:43:00,33,Packaging,Cell-Alpha,Changeover,Nozzle cleanout,Shift-Gamma,Operator notified maintenance.
EVT-0440,2025-12-10T05:10:00,2025-12-10T05:38:00,28,Utilities,Line-02,Logistics,Jam clear,Shift-Delta,Reset and verified.
EVT-0441,2026-01-16T03:35:00,2026-01-16T04:23:00,48,Warehouse,Filler-02,Material,Startup check,Shift-Beta,Temporary workaround applied.
EVT-0442,2026-01-23T13:00:00,2026-01-23T13:20:00,20,Assembly,Line-03,Quality,Startup check,Shift-Beta,Operator notified maintenance.
EVT-0443,2026-01-10T16:00:00,2026-01-10T16:41:00,41,Packaging,Line-01,Material,Guard reset,Shift-Beta,Paused to align with upstream.
EVT-0444,2025-12-26T19:45:00,2025-12-26T20:30:00,45,Assembly,Cell-Beta,Changeover,Jam clear,Shift-Delta,Paused to align with upstream.
EVT-0445,2025-12-31T15:10:00,2025-12-31T15:29:00,19,Warehouse,Sorter-03,Material,Startup check,Shift-Beta,Paused to align with upstream.
EVT-0446,2026-01-12T16:20:00,2026-01-12T16:35:00,15,Quality,Station-05,Mechanical,Startup check,Shift-Zeta,Cleared and resumed.
EVT-0447,2025-12-15T12:30:00,2025-12-15T12:43:00,13,Assembly,Line-01,Material,Nozzle cleanout,Shift-Zeta,Temporary workaround applied.
EVT-0448,2025-12-27T04:45:00,2025-12-27T04:56:00,11,Packaging,Filler-02,Quality,Startup check,Shift-Alpha,Paused to align with upstream.
EVT-0449,2026-01-02T03:05:00,2026-01-02T03:40:00,35,Quality,Line-03,Quality,Nozzle cleanout,Shift-Alpha,Temporary workaround applied.
EVT-0450,2026-01-11T13:40:00,2026-01-11T14:11:00,31,Finishing,Line-01,Logistics,Nozzle cleanout,Shift-Delta,Operator notified maintenance.
EVT-0451,2026-01-21T15:30:00,2026-01-21T15:57:00,27,Utilities,Sorter-03,Changeover,Packaging film change,Shift-Beta,Reset and verified.
EVT-0452,2025-12-31T07:05:00,2025-12-31T07:28:00,23,Utilities,Wrapper-01,Mechanical,Guard reset,Shift-Beta,Cleared and resumed.
EVT-0453,2026-01-15T23:00:00,2026-01-15T23:41:00,41,Utilities,Line-02,Quality,Format swap,Shift-Delta,Temporary workaround applied.
EVT-0454,2025-12-14T22:25:00,2025-12-14T22:56:00,31,Finishing,Line-02,Material,Packaging film change,Shift-Zeta,Reset and verified.
EVT-0455,2025-12-17T17:30:00,2025-12-17T18:11:00,41,Finishing,Sorter-03,Electrical,Packaging film change,Shift-Beta,Running stable after adjustment.
EVT-0456,2026-01-05T17:35:00,2026-01-05T17:51:00,16,Finishing,Wrapper-01,Quality,Temperature recovery,Shift-Gamma,Reset and verified.
EVT-0457,2026-01-06T11:55:00,2026-01-06T12:25:00,30,Quality,Line-03,Logistics,Sensor recalibration,Shift-Beta,Running stable after adjustment.
EVT-0458,2026-01-20T22:10:00,2026-01-20T22:21:00,11,Packaging,Wrapper-01,Mechanical,Inspection hold,Shift-Zeta,Paused to align with upstream.
EVT-0459,2026-01-14T21:55:00,2026-01-14T22:03:00,8,Packaging,Station-09,Logistics,Format swap,Shift-Alpha,Operator notified maintenance.
EVT-0460,2025-12-31T19:30:00,2025-12-31T19:40:00,10,Assembly,Cell-Beta,Material,Inspection hold,Shift-Alpha,Paused to align with upstream.
EVT-0461,2025-12-03T23:30:00,2025-12-04T00:00:00,30,Utilities,Wrapper-01,Electrical,Startup check,Shift-Alpha,Operator notified maintenance.
EVT-0462,2026-01-10T15:35:00,2026-01-10T15:40:00,5,Packaging,Wrapper-01,Electrical,Jam clear,Shift-Alpha,Paused to align with upstream.
EVT-0463,2026-01-02T16:55:00,2026-01-02T17:14:00,19,Utilities,Line-03,Logistics,Format swap,Shift-Gamma,Operator notified maintenance.
EVT-0464,2026-01-11T00:10:00,2026-01-11T00:20:00,10,Finishing,Station-09,Electrical,Packaging film change,Shift-Delta,Paused to align with upstream.
EVT-0465,2025-12-13T16:00:00,2025-12-13T16:52:00,52,Quality,Line-02,Changeover,Nozzle cleanout,Shift-Gamma,Temporary workaround applied.
EVT-0466,2026-01-23T17:45:00,2026-01-23T18:12:00,27,Finishing,Cell-Beta,Material,Startup check,Shift-Beta,Running stable after adjustment.
EVT-0467,2026-01-29T12:45:00,2026-01-29T12:50:00,5,Finishing,Line-03,Mechanical,Nozzle cleanout,Shift-Alpha,Paused to align with upstream.
EVT-0468,2025-12-05T16:20:00,2025-12-05T16:46:00,26,Assembly,Wrapper-01,Electrical,Nozzle cleanout,Shift-Zeta,Reset and verified.
EVT-0469,2026-01-14T14:30:00,2026-01-14T15:11:00,41,Warehouse,Cell-Alpha,Electrical,Temperature recovery,Shift-Delta,Paused to align with upstream.
EVT-0470,2026-01-25T00:35:00,2026-01-25T00:47:00,12,Finishing,Line-02,Mechanical,Jam clear,Shift-Beta,Reset and verified.
EVT-0471,2025-12-27T11:40:00,2025-12-27T12:19:00,39,Assembly,Cell-Beta,Material,Guard reset,Shift-Alpha,Running stable after adjustment.
EVT-0472,2026-01-13T23:25:00,2026-01-13T23:34:00,9,Utilities,Line-03,Mechanical,Inspection hold,Shift-Gamma,Operator notified maintenance.
EVT-0473,2026-01-27T18:20:00,2026-01-27T18:36:00,16,Quality,Cell-Alpha,Mechanical,Jam clear,Shift-Beta,Temporary workaround applied.
EVT-0474,2025-12-16T08:15:00,2025-12-16T08:34:00,19,Packaging,Cell-Alpha,Quality,Inspection hold,Shift-Beta,Cleared and resumed.
EVT-0475,2025-12-08T02:50:00,2025-12-08T03:37:00,47,Warehouse,Sorter-03,Changeover,Nozzle cleanout,Shift-Alpha,Running stable after adjustment.
EVT-0476,2025-12-24T19:25:00,2025-12-24T20:01:00,36,Utilities,Cell-Beta,Mechanical,Material shortage,Shift-Zeta,Reset and verified.
EVT-0477,2025-12-26T07:45:00,2025-12-26T07:58:00,13,Assembly,Wrapper-01,Mechanical,Temperature recovery,Shift-Zeta,Cleared and resumed.
EVT-0478,2026-01-02T11:30:00,2026-01-02T12:30:00,60,Quality,Line-03,Mechanical,Sensor recalibration,Shift-Zeta,Running stable after adjustment.
EVT-0479,2025-12-21T22:00:00,2025-12-21T22:05:00,5,Quality,Cell-Alpha,Mechanical,Startup check,Shift-Alpha,Reset and verified.
EVT-0480,2025-12-24T19:20:00,2025-12-24T19:36:00,16,Utilities,Cell-Beta,Material,Guard reset,Shift-Delta,Paused to align with upstream.
EVT-0481,2025-12-22T11:10:00,2025-12-22T11:46:00,36,Warehouse,Cell-Alpha,Mechanical,Inspection hold,Shift-Gamma,Running stable after adjustment.
EVT-0482,2025-12-18T14:10:00,2025-12-18T14:51:00,41,Packaging,Sorter-03,Logistics,Jam clear,Shift-Alpha,Temporary workaround applied.
EVT-0483,2025-12-18T07:40:00,2025-12-18T08:12:00,32,Warehouse,Cell-Alpha,Material,Material shortage,Shift-Delta,Cleared and resumed.
EVT-0484,2025-12-12T13:35:00,2025-12-12T13:48:00,13,Quality,Wrapper-01,Quality,Inspection hold,Shift-Delta,Reset and verified.
EVT-0485,2025-12-17T17:45:00,2025-12-17T17:53:00,8,Warehouse,Line-02,Logistics,Material shortage,Shift-Alpha,Operator notified maintenance.
EVT-0486,2026-01-22T08:35:00,2026-01-22T09:33:00,58,Quality,Line-02,Mechanical,Inspection hold,Shift-Gamma,Reset and verified.
EVT-0487,2025-12-24T17:40:00,2025-12-24T18:36:00,56,Finishing,Station-05,Changeover,Packaging film change,Shift-Alpha,Reset and verified.
EVT-0488,2026-01-25T21:45:00,2026-01-25T22:02:00,17,Utilities,Sorter-03,Logistics,Nozzle cleanout,Shift-Beta,Reset and verified.
EVT-0489,2025-12-23T10:50:00,2025-12-23T11:27:00,37,Warehouse,Filler-02,Changeover,Packaging film change,Shift-Zeta,Reset and verified.
EVT-0490,2025-12-30T20:10:00,2025-12-30T21:10:00,60,Packaging,Station-05,Mechanical,Startup check,Shift-Zeta,Running stable after adjustment.
EVT-0491,2026-01-24T02:05:00,2026-01-24T02:20:00,15,Finishing,Cell-Alpha,Electrical,Inspection hold,Shift-Gamma,Temporary workaround applied.
EVT-0492,2025-12-18T19:50:00,2025-12-18T20:20:00,30,Finishing,Filler-02,Electrical,Startup check,Shift-Zeta,Running stable after adjustment.
EVT-0493,2025-12-27T05:10:00,2025-12-27T06:09:00,59,Assembly,Line-03,Logistics,Jam clear,Shift-Gamma,Temporary workaround applied.
EVT-0494,2026-01-14T23:05:00,2026-01-14T23:23:00,18,Packaging,Station-09,Changeover,Sensor recalibration,Shift-Alpha,Running stable after adjustment.
EVT-0495,2026-01-05T01:00:00,2026-01-05T01:54:00,54,Warehouse,Wrapper-01,Changeover,Sensor recalibration,Shift-Gamma,Paused to align with upstream.
EVT-0496,2025-12-10T02:50:00,2025-12-10T03:19:00,29,Finishing,Cell-Alpha,Material,Guard reset,Shift-Delta,Temporary workaround applied.
EVT-0497,2025-12-09T04:40:00,2025-12-09T05:38:00,58,Packaging,Line-01,Changeover,Inspection hold,Shift-Gamma,Running stable after adjustment.
EVT-0498,2025-12-30T17:20:00,2025-12-30T18:00:00,40,Warehouse,Line-03,Logistics,Nozzle cleanout,Shift-Beta,Paused to align with upstream.
EVT-0499,2026-01-08T14:50:00,2026-01-08T15:42:00,52,Quality,Sorter-03,Mechanical,Nozzle cleanout,Shift-Zeta,Reset and verified.
EVT-0500,2026-01-28T11:35:00,2026-01-28T12:14:00,39,Packaging,Line-02,Mechanical,Guard reset,Shift-Gamma,Running stable after adjustment.
EVT-0501,2025-12-17T04:20:00,2025-12-17T04:25:00,5,Assembly,Wrapper-01,Material,Inspection hold,Shift-Gamma,Running stable after adjustment.
EVT-0502,2026-01-04T00:55:00,2026-01-04T01:31:00,36,Warehouse,Cell-Beta,Changeover,Packaging film change,Shift-Gamma,Paused to align with upstream.
EVT-0503,2025-12-15T00:40:00,2025-12-15T01:08:00,28,Packaging,Station-09,Quality,Packaging film change,Shift-Delta,Operator notified maintenance.
EVT-0504,2025-12-11T22:55:00,2025-12-11T23:41:00,46,Warehouse,Station-09,Material,Guard reset,Shift-Alpha,Running stable after adjustment.
EVT-0505,2026-01-10T07:40:00,2026-01-10T08:33:00,53,Utilities,Cell-Beta,Electrical,Nozzle cleanout,Shift-Gamma,Running stable after adjustment.
EVT-0506,2025-12-13T02:10:00,2025-12-13T02:23:00,13,Finishing,Line-02,Logistics,Temperature recovery,Shift-Zeta,Running stable after adjustment.
EVT-0507,2025-12-18T22:45:00,2025-12-18T23:21:00,36,Packaging,Station-05,Changeover,Material shortage,Shift-Alpha,Paused to align with upstream.
EVT-0508,2025-12-02T05:05:00,2025-12-02T05:28:00,23,Finishing,Line-03,Logistics,Temperature recovery,Shift-Alpha,Operator notified maintenance.
EVT-0509,2025-12-06T04:00:00,2025-12-06T04:36:00,36,Packaging,Station-05,Mechanical,Guard reset,Shift-Delta,Reset and verified.
EVT-0510,2025-12-30T22:00:00,2025-12-30T22:26:00,26,Assembly,Line-03,Changeover,Guard reset,Shift-Delta,Cleared and resumed.
EVT-0511,2026-01-04T15:10:00,2026-01-04T15:27:00,17,Finishing,Station-09,Changeover,Sensor recalibration,Shift-Beta,Running stable after adjustment.
EVT-0512,2026-01-19T14:15:00,2026-01-19T15:07:00,52,Assembly,Cell-Alpha,Mechanical,Sensor recalibration,Shift-Zeta,Temporary workaround applied.
EVT-0513,2025-12-14T15:30:00,2025-12-14T16:18:00,48,Finishing,Station-05,Material,Format swap,Shift-Zeta,Paused to align with upstream.
EVT-0514,2025-12-08T08:35:00,2025-12-08T09:20:00,45,Finishing,Cell-Alpha,Electrical,Format swap,Shift-Beta,Cleared and resumed.
EVT-0515,2025-12-16T20:30:00,2025-12-16T20:55:00,25,Assembly,Line-03,Electrical,Startup check,Shift-Alpha,Running stable after adjustment.
EVT-0516,2026-01-20T07:00:00,2026-01-20T07:07:00,7,Utilities,Filler-02,Logistics,Startup check,Shift-Beta,Reset and verified.
EVT-0517,2026-01-19T02:15:00,2026-01-19T02:30:00,15,Warehouse,Line-02,Logistics,Startup check,Shift-Gamma,Temporary workaround applied.
EVT-0518,2025-12-04T01:25:00,2025-12-04T02:11:00,46,Packaging,Wrapper-01,Changeover,Material shortage,Shift-Delta,Operator notified maintenance.
EVT-0519,2025-12-21T17:50:00,2025-12-21T18:43:00,53,Finishing,Filler-02,Logistics,Jam clear,Shift-Alpha,Temporary workaround applied.
EVT-0520,2025-12-25T11:55:00,2025-12-25T12:08:00,13,Finishing,Line-01,Mechanical,Temperature recovery,Shift-Zeta,Reset and verified.
EVT-0521,2026-01-04T22:35:00,2026-01-04T22:52:00,17,Utilities,Line-03,Quality,Inspection hold,Shift-Gamma,Temporary workaround applied.
EVT-0522,2025-12-30T08:45:00,2025-12-30T09:45:00,60,Utilities,Line-03,Changeover,Nozzle cleanout,Shift-Beta,Running stable after adjustment.
EVT-0523,2025-12-19T08:40:00,2025-12-19T09:08:00,28,Warehouse,Line-01,Logistics,Nozzle cleanout,Shift-Delta,Temporary workaround applied.
EVT-0524,2025-12-12T00:45:00,2025-12-12T01:44:00,59,Finishing,Sorter-03,Material,Inspection hold,Shift-Alpha,Temporary workaround applied.
EVT-0525,2026-01-04T12:15:00,2026-01-04T12:53:00,38,Quality,Filler-02,Quality,Material shortage,Shift-Zeta,Reset and verified.
EVT-0526,2025-12-21T13:50:00,2025-12-21T14:15:00,25,Assembly,Line-02,Quality,Sensor recalibration,Shift-Alpha,Operator notified maintenance.
EVT-0527,2025-12-12T01:15:00,2025-12-12T01:26:00,11,Warehouse,Cell-Alpha,Changeover,Format swap,Shift-Zeta,Temporary workaround applied.
EVT-0528,2026-01-23T12:50:00,2026-01-23T13:26:00,36,Utilities,Sorter-03,Logistics,Startup check,Shift-Gamma,Cleared and resumed.
EVT-0529,2025-12-24T07:45:00,2025-12-24T08:35:00,50,Assembly,Line-01,Material,Temperature recovery,Shift-Alpha,Running stable after adjustment.
EVT-0530,2026-01-21T20:00:00,2026-01-21T20:28:00,28,Utilities,Station-09,Electrical,Format swap,Shift-Zeta,Reset and verified.
EVT-0531,2026-01-03T01:55:00,2026-01-03T02:04:00,9,Finishing,Line-02,Material,Nozzle cleanout,Shift-Alpha,Cleared and resumed.
EVT-0532,2026-01-16T07:40:00,2026-01-16T08:09:00,29,Packaging,Cell-Alpha,Quality,Jam clear,Shift-Zeta,Temporary workaround applied.
EVT-0533,2025-12-12T17:55:00,2025-12-12T18:35:00,40,Warehouse,Line-02,Logistics,Startup check,Shift-Gamma,Temporary workaround applied.
EVT-0534,2025-12-30T22:50:00,2025-12-30T23:22:00,32,Assembly,Line-03,Material,Nozzle cleanout,Shift-Delta,Paused to align with upstream.
EVT-0535,2025-12-22T21:10:00,2025-12-22T21:49:00,39,Utilities,Filler-02,Electrical,Inspection hold,Shift-Zeta,Reset and verified.
EVT-0536,2026-01-24T11:30:00,2026-01-24T12:23:00,53,Quality,Station-09,Logistics,Inspection hold,Shift-Zeta,Operator notified maintenance.
EVT-0537,2026-01-06T17:15:00,2026-01-06T17:44:00,29,Utilities,Cell-Beta,Electrical,Temperature recovery,Shift-Delta,Running stable after adjustment.
EVT-0538,2025-12-01T23:00:00,2025-12-01T23:23:00,23,Utilities,Line-01,Quality,Material shortage,Shift-Gamma,Cleared and resumed.
EVT-0539,2025-12-20T07:15:00,2025-12-20T08:14:00,59,Finishing,Line-01,Logistics,Guard reset,Shift-Zeta,Paused to align with upstream.
EVT-0540,2026-01-05T18:45:00,2026-01-05T18:59:00,14,Assembly,Line-01,Mechanical,Inspection hold,Shift-Beta,Operator notified maintenance.
EVT-0541,2025-12-17T11:45:00,2025-12-17T12:05:00,20,Packaging,Cell-Beta,Electrical,Sensor recalibration,Shift-Zeta,Running stable after adjustment.
EVT-0542,2026-01-06T06:55:00,2026-01-06T07:04:00,9,Quality,Station-05,Mechanical,Material shortage,Shift-Delta,Temporary workaround applied.
EVT-0543,2026-01-14T18:05:00,2026-01-14T18:48:00,43,Quality,Cell-Beta,Changeover,Startup check,Shift-Delta,Cleared and resumed.
EVT-0544,2026-01-19T01:25:00,2026-01-19T01:52:00,27,Warehouse,Station-09,Changeover,Jam clear,Shift-Zeta,Cleared and resumed.
